6999500000.0;-87.44
6999500000.0;-87.60
7000007000.0;-87.52
7499500000.0;-80.70
7499500000.0;-80.87
7500008000.0;-80.79
7999500000.0;-88.41
7999500000.0;-88.07
8000008000.0;-88.24
8499500000.0;-91.91
8499500000.0;-91.03
8500009000.0;-91.47
8999500000.0;-83.89
8999500000.0;-84.16
9000009000.0;-84.03
9499500000.0;-78.30
9499500000.0;-78.64
9500010000.0;-78.47
9999500000.0;-83.13
9999500000.0;-83.78
10000011000.0;-83.46
10499500000.0;-92.33
10499500000.0;-92.07
10500011000.0;-92.20
10999500000.0;-91.38
10999500000.0;-91.68
11000012000.0;-91.53
11499500000.0;-88.91
11499500000.0;-88.87
11500012000.0;-88.89
11999500000.0;-80.82
11999500000.0;-81.25
12000013000.0;-81.03
12499500000.0;-102.22
12499500000.0;-100.08
12500013000.0;-101.15
12999500000.0;-94.92
12999500000.0;-94.08
13000014000.0;-94.50
13499500000.0;-88.11
13499500000.0;-88.14
13500014000.0;-88.12
13999500000.0;-83.74
13999500000.0;-81.42
14000015000.0;-82.58
14499500000.0;-80.55
14499500000.0;-79.26
14500016000.0;-79.91
14999500000.0;-86.53
14999500000.0;-89.20
15000016000.0;-87.87
