6999500000.0;-80.39
6999500000.0;-80.79
7000007000.0;-80.59
7499500000.0;-82.43
7499500000.0;-83.29
7500008000.0;-82.86
7999500000.0;-93.76
7999500000.0;-97.95
8000009000.0;-95.85
8499500000.0;-88.87
8499500000.0;-88.36
8500009000.0;-88.61
8999500000.0;-83.83
8999500000.0;-83.33
9000010000.0;-83.58
9499500000.0;-82.15
9499500000.0;-82.53
9500010000.0;-82.34
9999500000.0;-81.05
9999500000.0;-81.04
10000011000.0;-81.04
10499500000.0;-91.46
10499500000.0;-93.03
10500011000.0;-92.24
10999500000.0;-93.17
10999500000.0;-93.22
11000012000.0;-93.19
11499500000.0;-95.77
11499500000.0;-93.85
11500012000.0;-94.81
11999500000.0;-91.07
11999500000.0;-89.81
12000013000.0;-90.44
12499500000.0;-97.68
12499500000.0;-99.85
12500014000.0;-98.77
12999500000.0;-83.89
12999500000.0;-83.86
13000014000.0;-83.88
13499500000.0;-84.55
13499500000.0;-84.32
13500015000.0;-84.43
13999500000.0;-72.39
13999500000.0;-72.14
14000015000.0;-72.26
14499500000.0;-81.57
14499500000.0;-81.72
14500016000.0;-81.64
14999500000.0;-78.31
14999500000.0;-78.83
15000016000.0;-78.57
