6999500000.0;-90.76
6999500000.0;-89.15
7000007000.0;-89.95
7499500000.0;-86.34
7499500000.0;-85.98
7500008000.0;-86.16
7999500000.0;-83.07
7999500000.0;-84.63
8000008000.0;-83.85
8499500000.0;-89.08
8499500000.0;-90.69
8500009000.0;-89.88
8999500000.0;-71.90
8999500000.0;-72.44
9000009000.0;-72.17
9499500000.0;-82.52
9499500000.0;-82.86
9500010000.0;-82.69
9999500000.0;-87.58
9999500000.0;-87.12
10000010000.0;-87.35
10499500000.0;-86.57
10499500000.0;-87.27
10500011000.0;-86.92
10999500000.0;-95.81
10999500000.0;-94.50
11000011000.0;-95.16
11499500000.0;-81.88
11499500000.0;-81.82
11500012000.0;-81.85
11999500000.0;-87.02
11999500000.0;-85.87
12000012000.0;-86.44
12499500000.0;-91.27
12499500000.0;-90.18
12500013000.0;-90.72
12999500000.0;-82.72
12999500000.0;-82.98
13000013000.0;-82.85
13499500000.0;-83.59
13499500000.0;-83.50
13500014000.0;-83.54
13999500000.0;-77.99
13999500000.0;-78.56
14000014000.0;-78.27
14499500000.0;-78.26
14499500000.0;-78.86
14500015000.0;-78.56
14999500000.0;-85.33
14999500000.0;-83.74
15000016000.0;-84.54
