6999500000.0;-39.86
6999500000.0;-39.86
7000007000.0;-39.86
7499500000.0;-38.29
7499500000.0;-38.30
7500008000.0;-38.29
7999500000.0;-38.06
7999500000.0;-37.90
8000008000.0;-37.98
8499500000.0;-35.75
8499500000.0;-35.78
8500009000.0;-35.77
8999500000.0;-37.08
8999500000.0;-37.04
9000009000.0;-37.06
9499500000.0;-35.84
9499500000.0;-35.74
9500010000.0;-35.79
9999500000.0;-35.04
9999500000.0;-34.93
10000011000.0;-34.98
10499500000.0;-34.70
10499500000.0;-34.67
10500011000.0;-34.68
10999500000.0;-35.82
10999500000.0;-35.87
11000011000.0;-35.85
11499500000.0;-33.42
11499500000.0;-33.66
11500012000.0;-33.54
11999500000.0;-30.86
11999500000.0;-30.86
12000012000.0;-30.86
12499500000.0;-33.51
12499500000.0;-33.54
12500013000.0;-33.52
12999500000.0;-31.26
12999500000.0;-31.26
13000014000.0;-31.26
13499500000.0;-33.91
13499500000.0;-33.92
13500014000.0;-33.91
13999500000.0;-30.59
13999500000.0;-30.59
14000014000.0;-30.59
14499500000.0;-32.16
14499500000.0;-32.17
14500015000.0;-32.16
14999500000.0;-32.39
14999500000.0;-32.38
15000015000.0;-32.39
