6999500000.0;-36.45
6999500000.0;-36.46
7000007000.0;-36.45
7499500000.0;-35.07
7499500000.0;-35.07
7500008000.0;-35.07
7999500000.0;-34.65
7999500000.0;-34.65
8000008000.0;-34.65
8499500000.0;-32.32
8499500000.0;-32.30
8500009000.0;-32.31
8999500000.0;-33.60
8999500000.0;-33.60
9000009000.0;-33.60
9499500000.0;-33.07
9499500000.0;-33.07
9500010000.0;-33.07
9999500000.0;-32.51
9999500000.0;-32.45
10000010000.0;-32.48
10499500000.0;-32.00
10499500000.0;-32.05
10500011000.0;-32.02
10999500000.0;-33.91
10999500000.0;-33.92
11000011000.0;-33.92
11499500000.0;-31.50
11499500000.0;-31.49
11500012000.0;-31.50
11999500000.0;-29.72
11999500000.0;-29.72
12000012000.0;-29.72
12499500000.0;-32.27
12499500000.0;-32.27
12500013000.0;-32.27
12999500000.0;-30.59
12999500000.0;-30.59
13000014000.0;-30.59
13499500000.0;-33.04
13499500000.0;-33.07
13500014000.0;-33.05
13999500000.0;-30.09
13999500000.0;-30.10
14000015000.0;-30.09
14499500000.0;-31.90
14499500000.0;-31.90
14500015000.0;-31.90
14999500000.0;-32.20
14999500000.0;-32.19
15000016000.0;-32.19
