6999500000.0;-40.51
6999500000.0;-40.47
7000008000.0;-40.49
7499500000.0;-41.75
7499500000.0;-41.69
7500008000.0;-41.72
7999500000.0;-46.04
7999500000.0;-46.04
8000009000.0;-46.04
8499500000.0;-51.72
8499500000.0;-51.73
8500009000.0;-51.73
8999500000.0;-55.74
8999500000.0;-55.73
9000010000.0;-55.74
9499500000.0;-58.96
9499500000.0;-58.98
9500010000.0;-58.97
9999500000.0;-54.03
9999500000.0;-53.99
10000011000.0;-54.01
10499500000.0;-45.42
10499500000.0;-45.40
10500011000.0;-45.41
10999500000.0;-54.58
10999500000.0;-54.56
11000012000.0;-54.57
11499500000.0;-47.59
11499500000.0;-47.55
11500013000.0;-47.57
11999500000.0;-50.53
11999500000.0;-50.84
12000013000.0;-50.69
12499500000.0;-43.89
12499500000.0;-43.90
12500014000.0;-43.89
12999500000.0;-43.19
12999500000.0;-43.09
13000014000.0;-43.14
13499500000.0;-45.34
13499500000.0;-45.32
13500015000.0;-45.33
13999500000.0;-43.44
13999500000.0;-43.53
14000015000.0;-43.49
14499500000.0;-46.96
14499500000.0;-46.91
14500016000.0;-46.94
14999500000.0;-54.69
14999500000.0;-54.66
15000017000.0;-54.68
